time,elapsed_seconds,message
2022-04-29 17:48:01,0.000394291,PEST++ performance logger started
2022-04-29 17:48:01,0.00443082,starting to process control file
2022-04-29 17:48:01,0.151759,finished processing control file
2022-04-29 17:48:01,0.0161547,starting basic model IO error checking
2022-04-29 17:48:01,0.0391696,finished basic model IO error checking
2022-04-29 17:48:01,5.6363e-05,loading parcov
2022-04-29 17:48:01,0.00436046,beginning iteration 1
2022-04-29 17:48:01,1.9895e-05,commencing to build jacobian parameter sets
2022-04-29 17:48:01,0.00329754,jacobian parameter sets built, commencing model runs
2022-04-29 21:20:37,12756.4,jacobian runs complete, processing runs
2022-04-29 21:20:38,0.384875,processing jacobian runs complete
2022-04-29 21:20:38,2.3611e-05,saving jacobian and sen files
2022-04-29 21:20:39,0.841848,commencing calculation of upgrade vector
2022-04-29 21:20:39,0.0160423,forming JtQJ matrix
2022-04-29 21:20:39,0.00195305,commencing to scale JtQJ matrix- first SVD...
2022-04-29 21:20:39,1.6062e-05,starting REDSVD
2022-04-29 21:20:39,6.71e-05,retrieving REDSVD components
2022-04-29 21:20:39,1.1642e-05,triming REDSVD components to 12elements
2022-04-29 21:20:39,1.437e-05,done REDSVD
2022-04-29 21:20:39,2.3855e-05,S info: rows = 12: cols = 12: size = 144: nonzeros = 12
2022-04-29 21:20:39,5.937e-06,JS
2022-04-29 21:20:39,0.000511776,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-04-29 21:20:39,0.00200457,S info: rows = 12: cols = 12: size = 144: nonzeros = 12
2022-04-29 21:20:39,1.3921e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-04-29 21:20:39,6.522e-06,starting REDSVD
2022-04-29 21:20:39,5.5976e-05,retrieving REDSVD components
2022-04-29 21:20:39,1.0142e-05,triming REDSVD components to 11elements
2022-04-29 21:20:39,9.363e-06,done REDSVD
2022-04-29 21:20:39,6.033e-06,SVD factorization complete
2022-04-29 21:20:39,0.00707529,commencing linear algebra multiplication to compute ugrade
2022-04-29 21:20:39,3.7744e-05,S info: rows = 12: cols = 12: size = 144: nonzeros = 12Vt info: rows = 11: cols = 12: size = 132: nonzeros = 132
2022-04-29 21:20:39,6.967e-06,U info: rows = 12: cols = 11: size = 132: nonzeros = 132
2022-04-29 21:20:39,6.32e-06,jac info: rows = 5124: cols = 12: size = 61488: nonzeros = 61178
2022-04-29 21:20:39,0.00141236,linear algebra multiplication to compute ugrade complete
2022-04-29 21:20:39,0.000181735,commencing check of parameter bounds and gradients
2022-04-29 21:20:39,0.00457339,beginning upgrade vector calculations, lambda = 0.1
2022-04-29 21:20:39,5.561e-05,commencing calculation of upgrade vector
2022-04-29 21:20:39,0.0162047,forming JtQJ matrix
2022-04-29 21:20:39,0.00183612,commencing to scale JtQJ matrix- first SVD...
2022-04-29 21:20:39,1.3891e-05,starting REDSVD
2022-04-29 21:20:39,3.7909e-05,retrieving REDSVD components
2022-04-29 21:20:39,1.8903e-05,triming REDSVD components to 12elements
2022-04-29 21:20:39,9.748e-06,done REDSVD
2022-04-29 21:20:39,1.7675e-05,S info: rows = 12: cols = 12: size = 144: nonzeros = 12
2022-04-29 21:20:39,5.874e-06,JS
2022-04-29 21:20:39,0.000513365,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
2022-04-29 21:20:39,0.00200393,S info: rows = 12: cols = 12: size = 144: nonzeros = 12
2022-04-29 21:20:39,1.4622e-05,commencing SVD factorization of lambda-scaled JtQJ
2022-04-29 21:20:39,6.387e-06,starting REDSVD
2022-04-29 21:20:39,5.8533e-05,retrieving REDSVD components
2022-04-29 21:20:39,1.0178e-05,triming REDSVD components to 11elements
